iso3c,iso2c,country_code,country_name,eu27,un_region_name,un_sub_region_name,un_intermediate_region_name,un_region_clean,un_sub_region_clean,un_intermediate_region_clean,un_developed_or_developing_countries,kingdom,internal_count,regional_count,external_count,unknown_count,total_count,internal_percentage,regional_percentage,external_percentage,is_cbd_party,wb_income_group,is_cbd_party_1,wb_income_group_1,is_ldc,is_sids
LKA,LK,LK,Sri Lanka,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Chromista,0,15,2906,0,2921,0.0,0.51,99.49,True,Lower middle income,True,Lower middle income,False,False
COL,CO,CO,Colombia,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Viruses,713,1,2204,0,2918,24.43,0.03,75.53,True,Upper middle income,True,Upper middle income,False,False
SYC,SC,SC,Seychelles,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Fungi,2,0,2887,0,2889,0.07,0.0,99.93,True,High income,True,High income,False,True
GUY,GY,GY,Guyana,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,incertae sedis,0,372,2511,0,2883,0.0,12.9,87.1,True,High income,True,High income,False,True
TTO,TT,TT,Trinidad and Tobago,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Chromista,44,1049,1723,0,2816,1.56,37.25,61.19,True,High income,True,High income,False,True
HUN,HU,HU,Hungary,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Viruses,0,2789,9,0,2798,0.0,99.68,0.32,True,High income,True,High income,False,False
IRL,IE,IE,Ireland,TRUE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Protozoa,2036,620,139,0,2795,72.84,22.18,4.97,True,High income,True,High income,False,False
FRO,FO,FO,Faroe Islands,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Fungi,0,2471,313,0,2784,0.0,88.76,11.24,,,,,,
SYC,SC,SC,Seychelles,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,891,1,1879,0,2771,32.15,0.04,67.81,True,High income,True,High income,False,True
REU,RE,RE,Reunion,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,0,7,2760,0,2767,0.0,0.25,99.75,,,,,,
UGA,UG,UG,Uganda,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,314,2452,0,2766,0.0,11.35,88.65,True,Low income,True,Low income,True,False
MNG,MN,MN,Mongolia,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Viruses,0,0,2756,0,2756,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
NIC,NI,NI,Nicaragua,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Chromista,0,85,2657,0,2742,0.0,3.1,96.9,True,Lower middle income,True,Lower middle income,False,False
COK,CK,CK,Cook Islands,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Fungi,0,2302,409,0,2711,0.0,84.91,15.09,True,High income,True,High income,False,True
NIU,NU,NU,Niue,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Fungi,0,466,2238,0,2704,0.0,17.23,82.77,True,High income,True,High income,False,True
KGZ,KG,KG,Kyrgyzstan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,incertae sedis,0,0,2672,0,2672,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
SLE,SL,SL,Sierra Leone,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,0,3,2645,0,2648,0.0,0.11,99.89,True,Low income,True,Low income,False,False
GUM,GU,GU,Guam,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,incertae sedis,0,0,2645,0,2645,0.0,0.0,100.0,,,,,,
MMR,MM,MM,Myanmar,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Fungi,0,27,2583,0,2610,0.0,1.03,98.97,True,Lower middle income,True,Lower middle income,True,False
DMA,DM,DM,Dominica,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,39,2521,0,2560,0.0,1.52,98.48,True,Upper middle income,True,Upper middle income,False,True
LAO,LA,LA,Lao People's Democratic Republic,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Fungi,0,1,2559,0,2560,0.0,0.04,99.96,True,Lower middle income,True,Lower middle income,True,False
PER,PE,PE,Peru,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Viruses,0,4,2555,0,2559,0.0,0.16,99.84,True,Upper middle income,True,Upper middle income,False,False
ETH,ET,ET,Ethiopia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,1,1,2536,0,2538,0.04,0.04,99.92,True,Low income,True,Low income,True,False
PRY,PY,PY,Paraguay,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,incertae sedis,0,1716,819,0,2535,0.0,67.69,32.31,True,Upper middle income,True,Upper middle income,False,False
AZE,AZ,AZ,Azerbaijan,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Fungi,0,5,2529,0,2534,0.0,0.2,99.8,True,Upper middle income,True,Upper middle income,False,False
ECU,EC,EC,Ecuador,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Bacteria,197,321,2014,0,2532,7.78,12.68,79.54,True,Upper middle income,True,Upper middle income,False,False
TZA,TZ,TZ,"Tanzania, United Republic of",FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Viruses,0,0,2508,0,2508,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
SUR,SR,SR,Suriname,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Fungi,0,1445,1062,0,2507,0.0,57.64,42.36,True,Upper middle income,True,Upper middle income,False,True
TKL,TK,TK,Tokelau,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Fungi,0,32,2475,0,2507,0.0,1.28,98.72,,,,,,
SUR,SR,SR,Suriname,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Chromista,0,2,2477,0,2479,0.0,0.08,99.92,True,Upper middle income,True,Upper middle income,False,True
TLS,TL,TL,Timor-Leste,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Chromista,0,0,2471,0,2471,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
PHL,PH,PH,Philippines,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Viruses,68,0,2400,0,2468,2.76,0.0,97.24,True,Lower middle income,True,Lower middle income,False,False
BMU,BM,BM,Bermuda,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Protozoa,0,123,2345,0,2468,0.0,4.98,95.02,,,,,,
TKL,TK,TK,Tokelau,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Plantae,0,158,2295,0,2453,0.0,6.44,93.56,,,,,,
VUT,VU,VU,Vanuatu,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Fungi,0,1527,911,0,2438,0.0,62.63,37.37,True,Lower middle income,True,Lower middle income,False,True
GUF,GF,GF,French Guiana,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,incertae sedis,27,399,2010,0,2436,1.11,16.38,82.51,,,,,,
MKD,MK,MK,"Macedonia, the former Yugoslav Republic of",FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Fungi,0,1985,429,0,2414,0.0,82.23,17.77,True,Upper middle income,True,Upper middle income,False,False
ARE,AE,AE,United Arab Emirates,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Chromista,0,0,2401,0,2401,0.0,0.0,100.0,True,High income,True,High income,False,False
HUN,HU,HU,Hungary,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Chromista,0,1418,965,0,2383,0.0,59.5,40.5,True,High income,True,High income,False,False
ZAF,ZA,ZA,South Africa,FALSE,Africa,Sub-Saharan Africa,Southern Africa,Africa,Sub-Saharan-Africa,Southern-Africa,Developing,Protozoa,44,0,2334,0,2378,1.85,0.0,98.15,True,Upper middle income,True,Upper middle income,False,False
HKG,HK,HK,Hong Kong,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Fungi,261,2,2065,0,2328,11.21,0.09,88.7,,,,,,
TUN,TN,TN,Tunisia,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Fungi,0,3,2319,0,2322,0.0,0.13,99.87,True,Lower middle income,True,Lower middle income,False,False
JAM,JM,JM,Jamaica,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Protozoa,0,726,1570,0,2296,0.0,31.62,68.38,True,Upper middle income,True,Upper middle income,False,True
LIE,LI,LI,Liechtenstein,FALSE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Fungi,0,2228,59,0,2287,0.0,97.42,2.58,True,High income,True,High income,False,False
SLB,SB,SB,Solomon Islands,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,incertae sedis,118,113,2040,0,2271,5.2,4.98,89.83,True,Lower middle income,True,Lower middle income,True,True
TUN,TN,TN,Tunisia,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Viruses,0,0,2247,0,2247,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
COG,CG,CG,Congo,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,incertae sedis,0,2,2238,0,2240,0.0,0.09,99.91,True,Lower middle income,True,Lower middle income,False,False
SMR,SM,SM,San Marino,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Animalia,0,960,1275,0,2235,0.0,42.95,57.05,True,High income,True,High income,False,False
ZMB,ZM,ZM,Zambia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Viruses,0,0,2224,0,2224,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
HKG,HK,HK,Hong Kong,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Chromista,0,0,2218,0,2218,0.0,0.0,100.0,,,,,,
VEN,VE,VE,"Venezuela, Bolivarian Republic of",FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Protozoa,212,865,1126,0,2203,9.62,39.26,51.11,True,Lower middle income,True,Lower middle income,False,False
,,,,,,,,,,,,Protozoa,0,0,2197,0,2197,0.0,0.0,100.0,,,,,,
TUN,TN,TN,Tunisia,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,incertae sedis,0,0,2194,0,2194,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
MUS,MU,MU,Mauritius,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Bacteria,0,0,2177,0,2177,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
RWA,RW,RW,Rwanda,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,0,0,2155,0,2155,0.0,0.0,100.0,True,Low income,True,Low income,True,False
KOR,KR,KR,"Korea, Republic of",FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developed,Protozoa,1015,5,1104,0,2124,47.79,0.24,51.98,True,High income,True,High income,False,False
BRN,BN,BN,Brunei Darussalam,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Fungi,0,9,2109,0,2118,0.0,0.42,99.58,True,High income,True,High income,False,False
BHR,BH,BH,Bahrain,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Plantae,0,7,2108,0,2115,0.0,0.33,99.67,True,High income,True,High income,False,False
SOM,SO,SO,Somalia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,0,2104,0,2104,0.0,0.0,100.0,True,Low income,True,Low income,True,False
EST,EE,EE,Estonia,TRUE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Protozoa,1833,86,172,0,2091,87.66,4.11,8.23,True,High income,True,High income,False,False
GTM,GT,GT,Guatemala,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Viruses,0,0,2065,0,2065,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
IRQ,IQ,IQ,Iraq,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Bacteria,0,1,2058,0,2059,0.0,0.05,99.95,True,Upper middle income,True,Upper middle income,False,False
BRB,BB,BB,Barbados,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,286,1769,0,2055,0.0,13.92,86.08,True,High income,True,High income,False,True
SVN,SI,SI,Slovenia,TRUE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Bacteria,14,1857,179,0,2050,0.68,90.59,8.73,True,High income,True,High income,False,False
NGA,NG,NG,Nigeria,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,incertae sedis,0,0,2048,0,2048,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
CMR,CM,CM,Cameroon,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Bacteria,0,3,2044,0,2047,0.0,0.15,99.85,True,Lower middle income,True,Lower middle income,False,False
NZL,NZ,NZ,New Zealand,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Viruses,0,0,2037,0,2037,0.0,0.0,100.0,True,High income,True,High income,False,False
BHS,BS,BS,Bahamas,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,1801,232,0,2033,0.0,88.59,11.41,True,High income,True,High income,False,True
TJK,TJ,TJ,Tajikistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Fungi,0,0,2018,0,2018,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
BGD,BD,BD,Bangladesh,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Fungi,0,0,1991,0,1991,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
BRN,BN,BN,Brunei Darussalam,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Chromista,0,0,1987,0,1987,0.0,0.0,100.0,True,High income,True,High income,False,False
PAK,PK,PK,Pakistan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,incertae sedis,160,5,1822,0,1987,8.05,0.25,91.7,True,Lower middle income,True,Lower middle income,False,False
KHM,KH,KH,Cambodia,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Viruses,0,0,1975,0,1975,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
MUS,MU,MU,Mauritius,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,0,11,1950,0,1961,0.0,0.56,99.44,True,Upper middle income,True,Upper middle income,False,True
ROU,RO,RO,Romania,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,incertae sedis,0,1589,357,0,1946,0.0,81.65,18.35,True,High income,True,High income,False,False
NFK,NF,NF,Norfolk Island,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Chromista,0,289,1651,0,1940,0.0,14.9,85.1,,,,,,
BTN,BT,BT,Bhutan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Bacteria,0,0,1904,0,1904,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
NOR,NO,NO,Norway,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Viruses,0,1895,7,0,1902,0.0,99.63,0.37,True,High income,True,High income,False,False
JEY,JE,JE,Jersey,FALSE,Europe,Northern Europe,Channel Islands,Europe,Northern-Europe,Channel-Islands,Developed,Fungi,0,1601,297,0,1898,0.0,84.35,15.65,,,,,,
WSM,WS,WS,Samoa,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Fungi,0,839,1052,0,1891,0.0,44.37,55.63,True,Upper middle income,True,Upper middle income,False,True
GRC,GR,GR,Greece,TRUE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Viruses,0,1874,6,0,1880,0.0,99.68,0.32,True,High income,True,High income,False,False
CZE,CZ,CZ,Czech Republic,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Viruses,0,1864,2,0,1866,0.0,99.89,0.11,True,High income,True,High income,False,False
MYS,MY,MY,Malaysia,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Viruses,0,0,1863,0,1863,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
BRA,BR,BR,Brazil,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,15,103,1736,0,1854,0.81,5.56,93.64,True,Upper middle income,True,Upper middle income,False,False
JEY,JE,JE,Jersey,FALSE,Europe,Northern Europe,Channel Islands,Europe,Northern-Europe,Channel-Islands,Developed,incertae sedis,0,1846,4,0,1850,0.0,99.78,0.22,,,,,,
HKG,HK,HK,Hong Kong,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,incertae sedis,67,0,1780,0,1847,3.63,0.0,96.37,,,,,,
MDV,MV,MV,Maldives,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Protozoa,0,1,1824,0,1825,0.0,0.05,99.95,True,Upper middle income,True,Upper middle income,False,True
PER,PE,PE,Peru,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,0,737,1084,0,1821,0.0,40.47,59.53,True,Upper middle income,True,Upper middle income,False,False
IRQ,IQ,IQ,Iraq,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Chromista,0,23,1789,0,1812,0.0,1.27,98.73,True,Upper middle income,True,Upper middle income,False,False
PLW,PW,PW,Palau,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Bacteria,0,1,1791,0,1792,0.0,0.06,99.94,True,High income,True,High income,False,True
ALA,AX,AX,Aland Islands,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,incertae sedis,0,1766,24,0,1790,0.0,98.66,1.34,,,,,,
GAB,GA,GA,Gabon,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Viruses,0,0,1787,0,1787,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
SLB,SB,SB,Solomon Islands,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Chromista,0,396,1388,0,1784,0.0,22.2,77.8,True,Lower middle income,True,Lower middle income,True,True
KAZ,KZ,KZ,Kazakhstan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Protozoa,0,0,1784,0,1784,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
FLK,FK,FK,Falkland Islands (Malvinas),FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,incertae sedis,0,86,1690,0,1776,0.0,4.84,95.16,,,,,,
URY,UY,UY,Uruguay,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Viruses,0,0,1767,0,1767,0.0,0.0,100.0,True,High income,True,High income,False,False
NPL,NP,NP,Nepal,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,incertae sedis,9,6,1746,0,1761,0.51,0.34,99.15,True,Lower middle income,True,Lower middle income,True,False
HMD,HM,HM,Heard Island and McDonald Islands,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Plantae,0,1515,224,0,1739,0.0,87.12,12.88,,,,,,
AGO,AO,AO,Angola,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Fungi,0,4,1730,0,1734,0.0,0.23,99.77,True,Lower middle income,True,Lower middle income,True,False
SJM,SJ,SJ,Svalbard and Jan Mayen,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Protozoa,0,1675,55,0,1730,0.0,96.82,3.18,,,,,,
CIV,CI,CI,Cote d'Ivoire,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,972,0,756,0,1728,56.25,0.0,43.75,True,Lower middle income,True,Lower middle income,False,False
CCK,CC,CC,Cocos (Keeling) Islands,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Chromista,0,37,1689,0,1726,0.0,2.14,97.86,,,,,,
DMA,DM,DM,Dominica,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Protozoa,0,932,790,0,1722,0.0,54.12,45.88,True,Upper middle income,True,Upper middle income,False,True
VUT,VU,VU,Vanuatu,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,incertae sedis,530,378,812,0,1720,30.81,21.98,47.21,True,Lower middle income,True,Lower middle income,False,True
CHL,CL,CL,Chile,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,2,0,1713,0,1715,0.12,0.0,99.88,True,High income,True,High income,False,False
BHS,BS,BS,Bahamas,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,1076,628,0,1704,0.0,63.15,36.85,True,High income,True,High income,False,True
GHA,GH,GH,Ghana,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,incertae sedis,295,6,1401,0,1702,17.33,0.35,82.31,True,Lower middle income,True,Lower middle income,False,False
BEN,BJ,BJ,Benin,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,incertae sedis,197,4,1498,0,1699,11.6,0.24,88.17,True,Lower middle income,True,Lower middle income,True,False
